,Date,Site ,File name,Video/still,Lat,Lng,Description,Video length ,General Public Description
1,10/11/2018,34,Site_34_1,Video,-41.07571,174.2862,"Soft ""fluffy"" looking mud, brittle stars, microphytobenthos (microscopic algae)s, burrows, tracks",0:20,"On the soft ""fluffy"" mud, tracks and burrowing prints of common seafloor organisms such as brittle stars and molluscs can be seen."
2,10/11/2018,33,Site_33_1,Video,-41.08566,174.2646,"Soft ""fluffy"" looking mud, microphytobenthos (microscopic algae)s, burrows, tracks, octopus",0:24,"An octopus lies on soft-sediment near large fluffy microphytobenthos (microscopic algae)s, and small tracks and burrowing marks of other sea creatures."
3,10/11/2018,32,Site_32_1,Video,-41.0793,174.2557,"Soft ""fluffy"" looking mud, microphytobenthos (microscopic algae)s, burrows, tracks, fish, macroalgae, cushion star fish, hermit crab",0:24,"Large microphytobenthos (microscopic algae)s cover most of the seafloor. Starfish, hermit crabs and small invertebrate tracks and burrows can be seen."
4,10/11/2018,35,Site_35_1,Video,-41.1042,174.3036,"Rocky substrate, anemones, fish, eleven arm starfish, macroalgae, blue cod, starfish, sponges, urchins",0:20,"White sea anenomes are seen spread over rocky surfaces, also attached is an eleven-armed starfish, macroalgae, bright sponges and urchins."
5,10/11/2018,35,Site_35_2,Video,-41.10371,174.3037,"Urchins, blue cod, sea cucumbers, macroalgae, eleven arm starfish, brittle stars, shell hash, microphytobenthos (microscopic algae)s, tracks",0:24,"Blue cod swim over the shell hash, sea urchins and microphytobenthos (microscopic algae)s which dominate the seafloor, while the odd eleven-armed starfish, sea cucumbers, brittlestars and sponges are present on top."
6,10/11/2018,36,Site_36_1,Video,-41.10147,174.3068,"Urchins, blue cod, sea cucumbers, macroalgae, eleven arm starfish,  shell hash, horse mussel, sponges",0:26,Blue cod is seen grazing over shell hash and eleven-armed starfish. Small abundances of macroalgae is surrounded by a large amount of sea urchins and the occassional sea slug. 
7,10/11/2018,R1,Site_R1_1,Video,-41.10595,174.2871,"Soft ""fluffy"" looking mud, microphytobenthos (microscopic algae), tracks, scallops, macroalgae",0:21,Large areas of semi-green mats of microphytobenthos (microscopic algae) cover the soft mud floor. Tracks of different neighbouring species line the seafloor where small amounts of scollaps lie.
8,10/11/2018,R2,Site_R2_1,Video,-41.11569,174.2893,"Tube worms, urchins, blue cod, spotty, sea cucumbers, shell hash ",0:26,There are dense quantities of tube worms lying in the sand or attached to rocks next to urchins and sea cucumbers; cautiously watching are spotty fish and blue cod.
9,10/11/2018,R3,Site_R3_1,Video,-41.12336,174.2755,"Sponges, brittle star, horse mussel, shell rubble, sea cucumbers, cushion stars, blue cod, tube worms",0:23,"Shell rubble covers the seafloor whilst large horse mussels, tube worms, brittle stars and cushion stars attempt to find space. Dark sponges can also be seen"
10,10/11/2018,R4,Site_R4_1,Video,-41.12646,174.295,"Soft sediment , sea slug, sponges, turret shells, sea cucumber, urchins, sea snails",0:27,"Bright orange sponges are spotted peaking through the soft sediment, whilst sea slugs, sea cucumbers, turret shells, urchins and sea snails lie close."
11,10/11/2018,37,Site_37_1,Video,-41.12709,174.2853,"Soft sediment , eleven arm starfish, sponges, urchins, burrows, horse mussels, turret shells",0:21,"Bright orange sponges peak through the soft sediment whilst dense patches of tube worms are close by. The occassional eleven-armed starfish, sea urchins, horse mussels and turret shells is also present."
12,10/11/2018,28,Site_28_1,Video,-41.12142,174.2313,"Soft muddy sediment, many burrows, urchins",0:19,Soft sediment with the occassional urchin with little burrows of organisms; not much life can be seen here on the surface.
13,10/11/2018,29,Site_29_1,Video,-41.12814,174.2334,"Soft mud, burrows, fish, tube worms",0:20,Soft sediment with different sized burrows and tube worms
14,10/11/2018,R5,Site_R5_1,Video,-41.11621,174.2208,"Blue cod, Ancorinid sponge, spotties, tube worms, eleven arm starfish, tube worms, turret shells, tunicates, sea cucumbers",0:25,"Blue cod and spotty fish glide over the rocky surfaces, where sponges, tube worms and sea cucumbers can be seen over multiple turret shells. A few sea squirts are also present. "
15,10/11/2018,26,Site_26_1,Video,-41.13205,174.1797,"Soft muddy sediment, burrows, anemone, tube worms",0:10,Soft muddy sediment shows distinct burrow patterns and tube worms. 
16,10/11/2018,S30,Site_S30_1,Video ,-41.093044,174.244033,"Soft muddy sediment, burrows, tracks, microphytobenthos (microscopic algae), scallop, eleven arm starfish, fish ",0:13,"Dark microphytobenthos (microscopic algae)s, tracks and burrows cover the soft muddy sediment where you can see scallops, eleven-armed starfish and different types of fish."
17,10/11/2018,S34,Site_S34_P1,Still,-41.076778,174.281661,Brittle star,N/A,A large dark brittle star lies on the soft seafloor amongst some algae.
18,10/11/2018,S34,Site_S34_1,Video,-41.076839,174.281814,"Blue cod, macroalgae, star fish ",0:09,Macroalgae uses their holdfasts to anchor themselves to the seafloor. Blue cod and starfish can also be found within the algae. 
19,10/11/2018,ST2,Site_ST2_P1,Still,-41.108924,174.292922,"Anemone, horse mussels, macroalgae, sea cucumber",N/A,"Large horse mussels and a sea cucumber on the seafloor, with some scattered ulva (green algae)."
20,10/11/2018,ST2,Site_ST2_1,Video,-41.108894,174.294036,"Tarakihi, blue cod, urchins, macroalgae, spotty ",0:15,"Blue cod dash across the camera, whilst next to some macroalgae a school of tarakihi and a lone spotty swim. On a rocky outcrop with some macroalgae, a sea urchin hangs out."
21,10/11/2018,ST3,Site_ST3_1,Video,-41.100189,174.267471,Scallops,0:03,Scallop shells can be seen on the seafloor. These animals eat particles suspended in the water. 
22,10/11/2018,S31,Site_S31_1,Video,-41.093746,174.237243,"microphytobenthos (microscopic algae)s, tracks",0:03,"Microphytobenthos (microscopic algae) on the seafloor are disturbed by other seafloor-dwelling animals, leaving a criss-cross pattern of tracks. "
23,11/11/2018,43,Site_43_1,Video,-41.1946,174.1742,"Sponges, spotty, sea cucumber, urchins, tube worms, tunicates, blue cod",0:19,"A school of spotty fish dash around. Under a passing blue cod, sea cucumbers (dark, sausage-looking creatures, like ocean vacuums), tube worms, sea urchins and sea squirts amongst sponges are visible."
24,11/11/2018,42,Site_42_1,Video,-41.19149,174.1632,"Burrows, fish, tunicates, sponges, scallop, tube worms, horse mussels, brittle stars",0:56,"Scallops, sea urchins and horse mussels scatter tje deafloor. A brittle star also roams this soft seafloor. Below them are the burrows of the animals living below the sediment surface, creating a three-dimensional seafloor. Sponges and sea squirts are also present."
25,11/11/2018,40,Site_40_1,Video,-41.13403,174.3682,"Scallops, sponges, horse mussels, brittle star, microphytobenthos (microscopic algae)s, tracks, burrows,",0:17,"The pearl coloured shells of scallops lie on this seafloor. Behind some horse mussels, a brittle star hangs out. Also visible are sea sponges, microphytobenthos (microscopic algae)s and the tracks of seafloor dwelling creatures."
26,11/11/2018,41,Site_41_1,Video,-41.13554,174.3714,"Scallops, horse mussels, burrows, tracks, microphytobenthos (microscopic algae)s, sponges, brittle star, urchins, eleven arm starfish, blue cod, sea cucumbers, spotty ",0:23,"Scallops are visible on the soft surface. Horse mussels tower over microphytobenthos (microscopic algae)s marked with the borrows and tracks of sea organisms, like a highway. Echinoderms (brittle star, sea cucumbers, urchins,  eleven-armed starfish) hang out with sponges. Spotty and blue cod fish glide by. "
27,11/11/2018,R6 ,Site_R6_1,Video,-41.12863,174.3692,"Horse mussels, tube worms, brittle star, cushion star, urchins, sea cucumber, scallops",0:26,"Large horse mussel shells protrude from the seafloor. Amongst them, a brittle star's snake-like arms are visible. Tube worms, cushion stars and the dark elongated shapes of sea cucumber can be seen.  Scallops and urchins stand out. "
28,11/11/2018,R6 ,Site_R6_1,Still,-41.1281,174.3675,"Urchins, cushion star, eleven arm starfish, sea cucumber, ",N/A,"The soft sandy floor is alive with activity. A sea cucumber lies just above a cushion sea star, whilst in the background, eleven-armed starfish explore their surroundings with their tube feet. The spikey silhouette of sea urchins are also discernible. "
29,11/11/2018,R7,Site_R7_1,Video,-41.15591,174.3586,"Eleven arm starfish, horse mussel, microphytobenthos (microscopic algae), tracks, sponges, turret shell, urchins, blue cod, ",0:20,"An eleven-armed starfish sits on a horse mussel. The tracks of animals are visible amongst the microphytobenthos (microscopic algae)ts and sponges on the soft floor. A turret shell (sea snail) and sea urchins also inhabit this floor surface, whilst a blue cod swims above them. "
30,11/11/2018,R8,Site_R8_1,Video,-41.15201,174.3484,Tube worms,0:05,"Tube worms like those seen here play an incredibly important role in soft seabed ecology, moving water and sediment through the sediment. "
31,11/11/2018,R9,Site_R9_1,Video,-41.13666,174.3217,"Blue cod, sea cucumbers, tube worms, fish, eleven arm starfish, horse mussel",0:22,Blue cod fish swim above a seafloor dotted with sea cucumbers and tube worms. We can see an eleven-armed starfish and a horse mussel also call this patch of soft seafloor home.
32,11/11/2018,R10,Site_R10_1,Video,-41.16535,174.2903,"Eleven arm starfish, sea cucumber, blue cod, spotty, brittle star",0:24,"Spotty fish swim next to blue cod. Echinoderm members  (a brittle star, eleven-armed starfish and sea cucumbers) hang out."
33,11/11/2018,R11,Site_R11_1,Video,-41.17982,174.2834,"microphytobenthos (microscopic algae)s, tracks, urchins, eleven arm starfish, horse mussel, blue cod",0:22,"Highway-like tracks created by sea creatures are highlighted amongst microphytobenthos (microscopic algae)s.  An eleven-armed starfish, horse mussels, sea urchins and a cushion star are also present. A blue cod dashes across the camera."
34,11/11/2018,R12,Site_R12_1,Video,-41.18822,174.2529,"Urchins, sea cucumbers, sponges, blue cod, spotty, eleven arm starfish, octopus",0:23,"Sea urchins dot the seafloor alongside sea cucumbers. Sponges and a starfish lie on the shell-littered sandy surface.  Predatory blue cod, spotty fish and an octopus are here too."
35,11/11/2018,R13,Site_R13_1,Video,-41.18549,174.1717,"Urchins, sea cucumbers, tube worms, anemones, tunicates, sponges",0:16,"A living seafloor carpeted with sea squirts, tube worms, sponges and anemones. Sea urchins and cucumbers are also discernible. "
36,11/11/2018,E1,Site_E1_1,Video,-41.174461,174.314498,"Urchins, horse mussels, tube worm, starfish, carpet shark, gurnard, eagle rays, ",0:23,"The silhouettes of horse mussels protrude out of the sand. Tube worms, starfishs, and urchins also dwell on this seafloor. The predators carpet shark, eagle rays and gurnard are also present."
37,11/11/2018,E2,Site_E2_1,Video,-41.173965,174.322814,"Scallops, tubeworms, hermit crabs, spotty, blue cod, tracks, microphytobenthos (microscopic algae)s, eleven arm starfish, horse mussels, brittle stars",0:20,"Hermit crabs move amongst scallop shells, tube worms and microphytobenthos (microscopic algae)s. A spotty fish swims above animal tracks. Blue cod swim above eleven-armed starfish. Also spotted are brittle stars and horse mussels."
38,11/11/2018,E3,Site_E3_1,Video,-41.165531,174.333389,"Starfish, blue cod, spotty",0:11,The pale shape of a starfish stands out on a rock. Spotty and blue cod fish hang around.
39,11/11/2018,E4,Site_E4_1,Video,-41.173206,174.335266,"Horse mussel, brittle star, cushion star, gurnard, sea cucumber, spotty, eleven arm starfish",0:20,"A brittle star, eleven-armed starfish, sea cucumber and cushion star can be seen. A gurnard fish dashes away from the camera, whilst some spotty fish hang around some horse mussels."
40,11/11/2018,E4,Site_E4_P1,Still,-41.171764,174.333953,"Horse mussel, cushion star, brittle star",N/A,"Sitting on a horse mussel is a cushion star, while below it the snake-like arms of a brittle star are visible."
41,11/11/2018,E5,Site_E5_1,Video,-41.140956,174.357498,"Eleven arm starfish, horse mussel, urchins, sponges, blue cod, leather jacket, tube worms, sea cucumber, brittle star ",0:23,"Horse mussels jut out of the sand next to an eleven-armed starfish. Filter-feeding sponges and urchins are discernible, while a curious leather jacket and a blue cod swim above tube worms. A sea cucumber and brittle star stand out."
42,12/11/2018,E6,Site_E6_1,Video,-41.139602,174.299652,"Shell hash, rock fragments, silty bottom, urchin ",0:16,"This seafloor is composed of shell hash, rock fragments and silt. A sea urchin sits amongst the rocks.  "
43,12/11/2018,E7,Site_E7_1,Video,-41.13945,174.296981,"Blue cod, brittle star, sea cucumber",0:12,A blue cod dashes past the camera. The dark forms of a brittle star and sea cucumber stand out
44,12/11/2018,E8,Site_E8_1,Video,-41.173114,174.335266,"Horse mussel, brittle star, eleven arm starfish, blue cod",0:27,"A group of horse mussels stick out like teeth to filter feed. Brittle stars can be seen amongst the mussels. Eleven-armed starfish are visible, while a blue cod swims above the soft surface."
45,12/11/2018,E10,Site_E10_1,Video,-41.178127,174.28395,"Eleven arm starfish, blue cod",0:17,"Eleven-armed starfish explore their surroundings on their tube feet, while blue cod cruise above them."
46,12/11/2018,R14,Site_R14_1,Video,-41.19675,174.2605,"Burrows, eleven arm starfish, horse mussel",0:18,"In the soft substrate, sea-creature burrows leave gaping holes. Eleven-armed starfish and horse mussels live here."
47,12/11/2018,R15,Site_R15_1,Video,-41.1977,174.2549,"Urchin, horse mussels, blue cod, shell hash",0:23,"A sea urchin sits on the bottom, while a curious blue cod swims close to the camera. A filter-feeding horse mussel sticks out. "
48,12/11/2018,R16,Site_R16_1,Video,-41.20242,174.2519,"Urchin, horse mussels (dead & alive), cushion star, microphyto benthos (MPB), tracks",0:23,A sea urchin sits not too far away from a dead horse mussel. A cushion star and a living horse mussel stand out against microphytobenthos (microscopic algae) on the seafloor covered with animal tracks.
49,12/11/2018,R17,Site_R17_1,Video,-41.20078,174.2395,"Galeolaria, blue cod",0:23,"Blue cod dash around Galeolaria, a species of fanworm."
50,12/11/2018,R18,Site_R18_1,Video ,-41.20437,174.2306,"Leather jacket, eleven arm starfish",0:27,A curious leatherjacket fish pokes around. Below it lie eleven-armed starfish.
51,12/11/2018,R18,Site_R18_P1,Still,-41.20437,174.2306,"Golfball sponge, urchins, turret shells",N/A,Next to a sea urchin lies a golf ball sponge. Turret shells carpet this soft sediment seafloor.
52,12/11/2018,R19,Site_R19_1,Video,-41.21349,174.2339,"brittlestar, horse mussels, blue cod, burrows",0:25,Brittle stars and horse mussels can be seen. A blue cod fish swims past. Burrows are evident on the soft surface. 
53,12/11/2018,R20,Site_R20_1,Video,-41.21038,174.2037,"Galeolaria, blue cod, microphyto benthos (MPB) tracks",0:22,Blue cod and a spotty fish swim amongst Galeolaria fanworms. A carpet of microphytobenthos (microscopic algae) is criss-crossed with the tracks of sea creatures.
54,12/11/2018,R21,Site_R21_1,Video,-41.21772,174.1931,"Sponges, spottys, reef, eleven arm starfish, MPB tracks, blue cod",0:27,Sponges filter the water. Some cruising spotty fish are visible. A blue cod swims above the tracks through the microphytobenthos (microscopic algae). An eleven-armed starfish clings to the reef.
55,12/11/2018,R21,Site_R21_P1,Still,-41.21772,174.1931,"microphytobenthos (microscopic algae), burrows",N/A,Mats of microphytobenthos (microscopic algae) are punctured by the burrows of seafloor-dwelling creatures.
56,12/11/2018,R22,Site_R22_1,Video,-41.22175,174.164,"Dogfish shark, brittle stars, opal fish, flounder, octopus",0:27,"Large animals like the dogfish, brittle star, opal fish, flounder and octopus in this video play an important interacting ecological role in soft seafloors, disturbing the sediment and the algae community and predating on other animals."
57,12/11/2018,R22,Site_R22_P1,Still,-41.22175,174.164,"Flounder, brittle star",N/A,A flounder and a brittle star lie side by side.
58,12/11/2018,R23,Site_R23_1,Video,-41.22755,174.1669,"Leather jackets, cod, kelp, brittle stars",0:26,Leatherjackets and blue cod fish glide above kelp clinging to the bottom. Brittle stars spread their arms out.
59,12/11/2018,R24,Site_R24_P1,Still,-41.18137,174.1789,"microphytobenthos (microscopic algae), urchin, burrows",N/A,The microphytobenthos (microscopic algae) covered surface is interrupted by sea urchins and burrowing animals.
60,12/11/2018,R24,Site_R24_1,Video,-41.18,174.1795,"Algae, horse mussels, urchin",0:24,"Amongst a thick mat of algae, a horse mussel is visible. Horse mussels and a sea urchin also inhabit a sandy surface. "
61,12/11/2018,R25,Site_R25,Video,-41.18087,174.1724,"Algae, horse mussels, tube worms, flounder",0:20,Clumps of algae rest on the soft sediment. Horse mussels and tube worms create a three-dimensional floor surface. A flounder glides just above the seafloor. 
62,12/11/2018,R26,Site_R26_2,Video,-41.17782,174.1534,"Urchins, algae, eleven arm starfish, cushion stars, turret shells, ",0:24,Algae and sea urchins  dot the surface. An eleven-armed starfish explores the sandy surface not too far away from cushion stars. Turret shells are visible.
63,12/11/2018,R27,Site_R27_1,Video,-41.19372,174.1257,"Trigger fish, algae, horse mussels, sea cucumbers, turret shells, spotty, worm tubes",0:21,Spotty fish swim away. Two curious leatherjacket fish stay in view. Horse mussels and tube worms poke out of the sandy floor. Sea cucumbers blob on the sandy floor covered with turret shells.
64,12/11/2018,R27,Site_R27_P1,Still ,-41.1944,174.125,"Horse mussels, worm tubes, algae",N/A,"An algae-covered horse mussel protrudes out of the sandy floor, where next to it, worm tubes are visible. "
65,12/11/2018,R28,Site_R28_1,Video,-41.21264,174.1206,"Amazing horse mussel patch! Turret shells, spottys, scallops, sponges",0:29,"Spotty fish glide amongst a beautiful horse mussel patch. This patch is also home to scallops, sponges and turret shells (sea snail)."
66,12/11/2018,R29,Site_R29_1,Video,-41.22013,174.1382,"Galeolaria reef, anemones, bryozoans",0:23,A reef covered in Galeolaria (fan worms). Sea anemones and bryozoans add to the biodiversity of this reef. 
67,12/11/2018,R30,Site_R30_1,Video,-41.21468,174.1051,"Horse mussels, burrows",0:17,This seafloor is alive with the activity of burrowing animals and filtering horse mussels.
68,13/11/2018,R42,Site_R42_1,Video,-41.14241,174.2742,Tube worms,0:11,Patches of tube worms can impact the flow of water over the surface of a soft sediment bed. This has important consequences for seafloor processes involving nutrient and sediment movement between the seafloor and the water column above it.
69,13/11/2018,R43,Site_R43_1,Video,-41.13833,174.2964,"Banded wrasse, sponges, spottys, urchins, eleven arm starfish, turret shells, blue cod, microphytobenthos (microscopic algae), burrows",0:22,"Banded wrasse, blue cod, and spotty fish swim close the surface of this soft seafloor. Predatory eleven-armed starfish and herbivororous sea urchins also disturb the sediment surface where turret shells are also found. Sponges filter the water for small food particles. The pockmarks of burrowing animals disturb microphytobenthos (microscopic algae)s, creating a three dimensional surface."
70,13/11/2018,R44,Site_R44_1,Video,-41.16141,174.311,"Blue cod, tube worm, spotty , sponge, eleven arm starfish",0:23,Blue cod and spotty fish impact seafloor nutrient recycling with their predatation and excretion. Protruding tube worms and sponges are also a part of the biodiversity that impacts soft-sediment processes. Eleven-armed starfish move about. 
71,13/11/2018,R45,Site_R45_1,Video,-41.16672,174.2996,"Blue cod, cushion stars, burrows, spottys, eleven arm starfish, leather jacket, brittle stars, microphytobenthos (microscopic algae)",0:25,"Spotty, blue cod, leatherjacket fish can be seen. Eleven-armed starfish, cushion stars and brittle stars roam the seafloor, disturbing the sediment. microphytobenthos (microscopic algae) in mats can excrete a sticky mucous, sticking together sand particles. Burrowing animals disturb these mats. "
72,13/11/2018,R46,Site_R46_1,Video,-41.15633,174.2835,"Brittle stars, blue cod, ulva, turret shells, sea cucumber, spottys, leather jacket",0:26,"Echinoderms in this video are sea cucumbers and brittle stars. Blue cod, spotty and leatherjacket fish also inhabit this territory. Turret shells and ulva (green algae) can also be seen."
73,13/11/2018,R46,Site_R46_P1,Still,-41.156,174.2829,Blue cod,N/A,"Blue cod seen here, endemic to New Zealand, are predators that impact nutrient imput in soft sediment habitats."
74,13/11/2018,R47,Site_R47_1,Video,-41.16018,174.2736,"Spottys, ulva, blue cod, urchins, tube worms, sponges, sea cucumbers, octopus",0:20,"Ulva (green algae) stand out in the blue amongst blue cod and spotty fish. Urchins, tube worms, sea cucumbers and sponges dwell on this seafloor. An octopus disturbs the sediment with its movement."
75,13/11/2018,R48,Site_R48_1,Video,-41.15853,174.2395,"Urchins, brittle stars, ulva, sea cucumbers, blue cod, eleven arm starfish, sea horse, sponges, cushion stars, burrows, microphytobenthos (microscopic algae) ",0:28,"Soft seafloors are biologically diverse. Amongst microphytobenthos (microscopic algae) and blue cod we see sea urchins, eleven-armed starfish, cushion stars, sea cucumbers, and brittle stars. A seahorse is briefly seen. Sponges protrude from the seafloor. Animal burrows point to the hidden bustle of activity below the sediment surface, a surface covered in microphytobenthos (microscopic algae)s."
76,13/11/2018,R48,Site_R48_P1,Still,-41.15855,174.2395,"Blue cod, sea cucumber, eleven arm starfish, brittle stars",N/A,"Curious predatory blue cod dwell on the seafloor.  Brittle stars, an eleven-armed starfish and sea cucumber (all echinoderms) also disturb the sand with their movement and feeding. Their activity can impact the flux of nutrients across the seafloor-water column boundary."
77,13/11/2018,R40,Site_R40_1,Video,-41.11638,174.302,"Finger sponges, urchins, turret shells, brachiopods, brittle star, burrows",0:22,"Finger sponges stick out of the sediment. Brachiopods (shelled animals) also protrude from the sand, while an urchin grazes near by. The spindly arms of a brittle star are discernible. Burrowing animals impact the exchange of sediment and nutrient particles in seafloor habitats as they dig."
78,13/11/2018,R41,Site_R41_1,Video,-41.13308,174.2674,"Blue cod, tube worms, ulva, sea cucumber, eleven arm starfish, turret shells",0:19,"Tube worms create a three-dimensional surface, where ulva (green algae) stand out. Above them, blue cod swim. An eleven-armed starfish and sea cucumber take refuge. Turret shells litter the sand. "
79,13/11/2018,R39,Site_R39_1,Video,-41.10994,174.2973,"Sea cucumbers, starfish, blue cod, eleven arm starfish, sponges, urchins, tarakihi, turret shells",0:25,"Sea cucumbers (dark and sausage-like) can be desposit feeders, ingesting particles on the seafloor. Among them sits an eleven-armed starfish. Sponges and sea urchins are visible, and above them swim blue cod and takakihi fish. Turret shells litter the seafloor. "
80,13/11/2018,R38,Site_R38_1,Video,-41.12353,174.3185,"Sea cucumbers, turret shells, brittle stars, urchins, sponges, ",0:24,"Sea cucumbers are also known as holothurians. Next to them are brittle stars with long spindly arms. Urchins, sponges and turret shells are also visible on the seafloor."
81,13/11/2018,R37,Site_R37_1,Video,-41.11785,174.3151,"Sea cucumbers, urchins, blue cod, spottys, tarakihi, sponges, opal fish, tube worms",0:20,Urchins and sea cucumbers roam the rocks and sand. Blue cod and schools of spotty and tarakihi swim. A brittle star takes refuge at the base of a sponge. An opal fish follows the camera lights. Tube worms protrude from the sand - they can impact ecological processes both above and below the surface of the seafloor.
82,13/11/2018,R36,Site_R36_1,Video,-41.09462,174.3233,"Brittle stars, tracks, microphytobenthos (microscopic algae)s, urchins, opal fish, sponges, hermit crab",0:22,"Amongst microphytobenthos (microscopic algae)ts criss-crossed with the tracks of epifauna (animals living on the seafloor surface), a brittle star and sea urchin are visibile. An opal fish dashes away from the camera. A hermit crab slowly crawls away."
83,13/11/2018,R35,Site_R35_1,Video,-41.09809,174.31344,"Banded wrasse, marble fish, sea cucumbers, anemones, trevally, eleven arm starfish, urchins, sponges, brittle stars",0:27, Banded wrasse and marble fish cruise above sea cucumbers and sea urchins. Trevally swim above sea anemones. Eleven-armed starfish and brittle stars rest near sponges.
84,13/11/2018,R35,Site_R35_P1,Still,-41.09908,174.3155,"Brittle star, turret shell",N/A,An orange brittle star rests near a turret shell.
85,13/11/2018,R34,Site_R34_1,Video,-41.11649,174.3302,"Anemones, brittle stars, urchins, blue cod, sponges, ulva, turret shells, carpet shark, sea cucumber",0:21,The striking shapes of sea anemones and brittle stars stand out. Sea cucumbers and urchins move across the floor. Blue cod dash about. A carpet shark camouflages in the sand amongst ulva and turret shells.
86,13/11/2018,R33,Site_R33_1,Video,-41.11174,174.3602,"Urchins, blue cod, sea cucumber, brittle stars, turret shells, eleven arm starfish, sponges, octopus",0:25,"Brittle stars, eleven-armed starfish, urchins and sea cucumbers roam about this seafloor littered with some turret shells. A curious octopus makes a grab for the camera weight. Sponges feed on particles suspended in the water."
87,13/11/2018,R31,Site_R31_1,Video,-41,174.3728,"Tarakihi, blue cod, eleven arm starfish, brittle star, ulva",0:28,"A tarakihi fish crosses the camera. Brittle stars rest among ulva (green algae), while blue cod investigate above. A lone eleven-armed starfish rests on the sand."
88,13/11/2018,R32,Site_R32_1,Video,-41.10286,174.3616,"Sea cucumbers, sponges, burrows, microphytobenthos (microscopic algae), tracks, anemones, macroalgae, hermit crab, eleven arm starfish",0:24,microphytobenthos (microscopic algae) (algae) excrete a sticky mucous and form mats. This living mat is disturbed by tracks and borrows. Sea anemones stand out starkly amongst a clump of macroalgae. An eleven-armed starfish shelters in a sandpit. A hermit crab makes a home in a turret shell. The dark shape of a sea cucmber stands out against the green.
89,13/11/2018,L1,Site_L1_1,Video,-41.109237,174.285156,"Ditom mats, tracks, burrows, cushion star, eleven arm starfish, urchins, dogshark",0:19,"microphytobenthos (microscopic algae)s (patterned here with tracks and burrows) are part of the microphyotobenthos (MPB) community. MPB provide an important food source for seafloor dwelling animals, as it is rich in protein. This energy supports higher trophic levels: a dogfish  crosses the camera.  Eleven-armed starfish, cushion stars and sea urchins are present here. "
90,13/11/2018,L1,Site_L1_P1,Still,-41.104644,174.283309,Eleven arm starfish,N/A,"An eleven-armed starfish uses its tube feet to move about and explore its surroundings, searching for food."
91,13/11/2018,L2,Site_L2_1,Video,-41.103275,174.295135,"Cushion stars, microphytobenthos (microscopic algae)s, burrows, sea cucumbers, sea snails",0:18,"microphytobenthos (microscopic algae)s provide important ecosystem functions such as primary productivity on the seafloor and sediment stability. Amongst animal burrows cushion stars, sea snails (sea snails) and sea cucumbers are visible. "
