,Date,Site ,File name,Video/still,Lat,Lng,Description,Video length ,General Public Description
92,13/11/2018,L4,Site_L4_1,Video,-41.080188,174.278488,"Starfish, gurnard",0:07,A starfish is visible. A gurnard fish dashes away.
93,13/11/2018,L5,Site_L5_1,Video,-41.102893,174.308456,"Sea cucumbers, spotty, blue cod, urchins, eleven arm starfish, cushion stars",0:14,"Sea cucumbers travel this seafloor. Sea urchins, eleven-armed starfish, and cushion stars also roam this seafloor. A spotty and blue cod fish cross the camera. "
94,13/11/2018,L5,Site_L5_P1,Still,-41.103221,174.308517,"Shells, cushion stars",N/A,Shells on the sandy surface provide habitat for a cushion star. 
95,13/11/2018,L6,Site_L6_1,Video,-41.171352,174.231109,"Fish, sea cucumbers, burrows, sponges, tracks, microphytobenthos (microscopic algae)s, eleven arm starfish, brittle stars",0:24,"Fish, sponges, sea cucumbers, eleven-armed starfish and brittle stars are a part of the visible biodiversity on this seafloor. Tracks are visible. Burrows indicate the activity taking place below the sediment."
96,13/11/2018,L7,Site_L7_P1,Still,-41.12886,174.192367,"Tube worms, sea cucumber",N/A,"Biogenic habitats, such as this one created by tubeworms, can impact water flow and soft-sediment processes like sediment stability and the settlement of other animals. The dark silhouette of a sea cucmber stands out in the middle."
97,14/11/2018,B1,Site B1_1,Video,-41.159934,174.24562,"Sea cucumber, urchins, spotty, tube worms",0:07,"Spotty fish swim above sea urchins, a sea cucumber and tube worms. "
98,14/11/2018,B1,Site B1_P1,Still,-41.1595,174.24707,"microphytobenthos (microscopic algae), tube worm case, soft mud",N/A,"On this soft mud floor microphytobenthos (microscopic algae)s, a microbial community, excrete a sticky substance that can impact proccesses like nutrient exchange. A tube worm case stands out in the centre."
99,14/11/2018,B2,Site_B2_P1,Still,-41.170433,174.248336,"Urchin, brittle stars",N/A,Brittle stars and sea urchins are among the animals that travel across the seafloor in search of food. 
100,14/11/2018,B2,Site_B2_1,Video,-41.170604,174.248168,"Cushion stars, urchin",0:12,Cushion stars and sea urchins travel the seafloor in search of food on their tube feet.
101,14/11/2018,B3,Site_B3_1,Video,-41.180633,174.257293,"Blue cod, spotty, eleven arm starfish, sea cucumber, tarakihi",0:17,"Spotty, blue cod and tarakihi fish play important predatory roles. Eleven-armed starfish and sea cucumbers roam the seafloor."
102,14/11/2018,B4,Site_B4_P1,Still,-41.202476,174.251327,Shells,N/A,Shells provide habitat for seafloor creatures. Structural habitats like this are important for biodiversity.
103,14/11/2018,B5,Site_B5_P1,Still,-41.205326,174.232315,"Tube worms, sea urchin ",N/A,"A sea urchin sits close to tube worms. Though animals such as these can be described as having 'alien qualities,' they have inhabited earth for longer than humans. "
104,14/11/2018,B6,Site_B6_1,Video,-41.207187,174.229522,"Spotty, brittle star, turret shells ",0:05,"Turret shells and a brittle stars are visible. Above them, spotty fish swim."
105,14/11/2018,B7,Site_B7_P1,Still,-41.209537,174.20346,Eleven arm starfish,N/A,Eleven-armed starfish walk on the seafloor using their many tiny tube feet. These starfish are part of soft-sediment processes like consuming prey and providing organic matter for breakdown.
106,14/11/2018,B7,Site_B7_P2,Still,-41.208515,174.204666,"Muddy bottom, pits",N/A,"A muddy bottom with pits. The few first centemetres underneath the surface of soft seafloors can be a home for 'alien-like' animals. Moving in their tunnels, animals living within the sediment can affect the flow of oxygen and organic material from the surface to some depth within the mud. Too much mud however, can choke these animals."
107,15/11/2018,N2,Site_N2_P1,Still,-41.111576,174.147872,"Algae, starfish, cushion stars",N/A,The pale shape of a starfish stands out amongst the algae on a soft seafloor. Cushion stars are also visible. 
108,15/11/2018,N4,Site_N4_P1,Still,-41.117557,174.161178,"Turret shells, sponge",N/A,Turret shells (visible here) can be either predators or algae grazers depending on their species. A sponge can also be seen here.
109,15/11/2018,N4,Site_N4_P2,Still,-41.117565,174.161163,Turret shells,N/A,"Amongst a bed of shells, turret shells are easily recognised by their conical shape. Importantly, the process of shell formation contributes to many ecosystem functions like carbon sequestration."
110,15/11/2018,N4,Site_N4_P3,Still,-41.117584,174.161132,"Sponges, horse mussel shell, tube worm",N/A,"The distinct shapes of a horse mussel shell and tube worm can be seen here. Sponges (yellow, round in this image) filter the water for food particles. "
111,15/11/2018,N7,Site_N7_P1,Still,-41.164165,174.187042,"Tube worms, urchin covered in shell fragments",N/A,Tube worms protrude from the seafloor. A sea urchin has covered itself in shell fragments as camouflage. There are different reasons suggested for covering behaviour in urchin species including protection from predators and UV light
112,15/11/2018,R57,Site_R57_1,Video,-41.1336,174.2104,"Blue cod, sea cucumbers, sponges, turret shell, cushion star, spotty, sea urchin",0:26,"Blue cod and spotty fish swim above a seafloor with roaming holothurians (sea cucumbers). A cushion star is also discernible. Turret shells, filtering sponges and sea urchins also stand out. "
113,15/11/2018,R56,Site_R56_1,Video,-41.21209,174.0589,"Spotty, urchins, horse mussel, sponges, sea cucumber, eleven arm starfish, ",0:34,"A spotty fish briefly crosses the camera. Horse mussels and sponges protrude from the floor, and create three dimensional habitat structure for other animals. Eleven-armed starfish, sea urchins and sea cucumbers dwell amongst them."
114,15/11/2018,R55,Site_R55_1,Video,-41.22181,174.0403,"Eleven arm star fish, urchins, sea cumcumber, blue cod, spotty, horse mussel, leather jacket, tube worm structure",0:29,"Eleven-armed starfish, sea urchins and sea cucumbers slowly move below blue cod and spotty fish. Tube worms filter water, building a protruding structure above the sediment surface. A curious leather jacket investigates the camera weight.  Horse mussels are visible in the murky water."
115,15/11/2018,R54,Site_R54_1,Video,-41.22946,174.0201,"Horse mussel, tube worms, sea cucumbers, sponges",0:26,"A filtering horse mussel closes its valves together as it senses movement. Horse mussels can provide a surface or shelter for other organisms, such as tube building worms and sponges. Sea cucumbers can feed on sand, ingesting it to extract nutrients as it ploughs forward. Sponges can also be seen."
116,15/11/2018,R53,Site_R53_1,Video,-41.22386,174.0025,"Urchins, rocky reef, encrusting sponges, sponges, leather jacket, spotty, tunicates, cushion stars, tube worms, eleven arm starfish, horse mussel ",0:23,"A leatherjacket and spotty fish swim above a rocky reef studed with spiky sea urchins. A cushion star and sea squirts (filter feeding animals) dot the surface of the reef. An eleven-armed starfish, a protruding sea sponge, tube worms, and a horse mussel are also present. "
117,15/11/2018,R52,Site_R52_1,Video,-41.23647,173.9793,"Urchins, encrusting sponges, tube worms, tunicates, horse mussel, eleven arm starfish, fish, sponges, cushion star",0:23, A living rocky reef dotted with sea urchins. Sponges (yellow) encrust the rock. Next to the encrusting sponges are tube worms and sea squirts. A fish dashes by in the background. An eleven-armed starfish is just visible. A cusion starfish clings to a horse mussel valve.
118,15/11/2018,R51,Site_R51_1,Video,-41.25532,173.9554,"Tunicates, tube worms, sponges, sea cucumbers, spotty, eleven arm starfish, horse mussel",0:25,Sea squirts are filter feeding animals. Other animals present here include sea cucumbers and sponges. A spotty fish swims by. An eleven-armed starfish is also present (of the genus Coscinasterias). Tube worms and horse mussels protrude from the seafloor. In great numbers they can influence the flow of water over the seafloor. 
119,15/11/2018,R50,Site_R50_1,Video,-41.27333,173.9228,"Horse mussel, eleven arm starfish, tunicates, sea cucumbers",0:23,Horse mussel shells provide a substrate upon which other animals can cling to. The faint shape of an eleven-armed starfish is visible. Sea cucumbers traverse the seafloor and sea squirts filter the water. 
120,15/11/2018,R49,Site_R49_1,Video,-41.27126,173.965,"Cushion stars, sponges, burrows, tracks, microphytobenthos (microscopic algae)s",0:14,"Cushion stars and sponges are part of the epifauna (animals that live on the seafloor). Across microphytobenthos (microscopic algae)ts, tracks of animals are visible. Burrows hint at the activity of infauna (animals living in the seafloor)."
121,15/11/2018,D48,Site_D48_1,Video,-41.25388,173.9739,"Fish, sea cucumbers, leather jacket, tufts of algae, tube worms, sponges, tarakihi, eleven arm star fish, corraline algae",0:24,"Leatherjacket and tarakihi fish swim about. Among tufts of algae, sea cucumbers roam. On a rocky reef, white tube worms stand out. An eleven-armed starfish clings to the rocks. Coralline algae paint a rock in pink hues, and tube worms and a sea squirt can be seen here."
122,15/11/2018,D49,Site_D49_1,Video,-41.26423,173.9652,"Horse mussels, scallops, sponges, tube worms, sea cucumbers, eleven arm star fish, spotty, fish, tunicates",0:26,"Horse mussels and scallops scattered on the seafloor filter the water. They also undertake ecosystem functions like carbon sequestration and nutrient recycling as they grow and build their shells. Other filterers present here are sea squirts and sponges (though some sponges can be classified as carnivores). Tube worms, sea cucumbers and an eleven-armed starfish can also be seen. Spotty fish swim about."
123,9/11/2018,,G0367017.JPG,Still,-41.12603498,174.2424216,Urchin barren with sea cucumbers and high sediment cover,N/A,Here is an urchin barren with high sediment cover. Sea cucumbers and a brittle star stand out.
124,9/11/2018,,G0527499.JPG,Still,-41.14215253,174.2195719,Shallow urchin barren with sea cucumbes and high sediment cover,N/A,"Shallow rubble with sediment cover is dotted with sea urchins, starfishs, algae and sea cucumbers."
125,9/11/2018,,G0858494.JPG,Still,-41.1370793,174.2036383,Barren with few urchins and high sediment cover,N/A,This rocky bottom habitat is barren with high sediment cover and a few sea urchins. Sediments can originate from land-based activities.
126,12/11/2018,,GOPR0013.JPG,Still,-41.106755,174.3010783,Carpophyllum flexosum forest,N/A,A beautiful Carpophyllum flexuosum (macroalgae) forest. Growth of these algae provide important functions like primary production (producing food using the sun's light) and habitat formation for marine invertebrates and fish.
127,12/11/2018,,GOPR0052.JPG,Still,-41.114705,174.2880917,Urchin barren on boulders,N/A,A few sea urchins dot boulders in this barren. 
128,12/11/2018,,GOPR0113.JPG,Still,-41.12669667,174.2742233,Urchin barren with Undaria,N/A,An urchin barren lacking the forest-like cover of large seaweeds. 
129,12/11/2018,,GOPR0138.JPG,Still,-41.13128667,174.2692733,Urchin barren and seasonal algae,N/A,This image shows an urchin barren with seasonal algae. 
130,12/11/2018,,GOPR0171.JPG,Still,-41.13270833,174.2670133,Urchin barren and Undaria,N/A,An urchin barren with the introduced seaweed Undaria is pictured here.
131,12/11/2018,,GOPR0212.JPG,Still,-41.12822333,174.2695617,Macrocystis and Carpophyllum flexosum,N/A,"A close up the kelp Macrocystis, with small air bags at the base of the blades. At the top right corner is the brown seaweed Carpophyllum flexuosum. Kelp forests can be impacted by many factors that can interact, such as overgrazing by urchins and rising sea temperatures."
132,12/11/2018,,GOPR0255.JPG,Still,-41.14010833,174.30111,Urchin barren,N/A,"An urchin barren with sea urchins, sea cucumbers and tube worms. "
133,12/11/2018,,GOPR0325.JPG,Still,-41.13651667,174.322055,Urchin barren,N/A,"An urchin barren, with no large brown seaweeds. Many environmental factors can impact the presence and absence of macroalgae."
134,12/11/2018,,GOPR0440.JPG,Still,-41.16364667,174.2754117,"Sand, rubble and sea cucumbers",N/A,This rocky bottom is covered in sand and rubble particles. Sea cucumbers are visible. 
135,12/11/2018,,GOPR0467.JPG ,Still,-41.18135833,174.2462567,Deep reef with Galeothrix and high sedimend cover,N/A,A biogenic reef with Galeolaria tube worms. This reef has a high sediment cover. 
136,13/11/2018,,GOPR0481.JPG,Still,-41.12511707,174.3064732,Carpophyllum mashlocarpum fringe reef and urchin barren,N/A,A reef fringed with the brown seaweed Carpophyllum maschalocarpum. An urchin barren is also apparent. 
137,13/11/2018,,GOPR0508.JPG,Still,-41.12633588,174.3039928,Carpophyllum mashlocarpum,N/A,A lush clump of the brown seaweed Carpophyllum maschalocarpum. Seaweed growth not only underpins the function of habitat diversity but also functions like nutrient recycling and decomposition.
138,13/11/2018,,GOPR0553.JPG,Still,-41.11750375,174.315844,Urchin barren and seasonal algae,N/A,"Urchins creep over the rocks in this barren, caused possibly by their overgrazing on seaweed. Seasonal algae provide sparse cover."
139,13/11/2018,,GOPR0607.JPG,Still,-41.11730162,174.3159036,Carpophyllum flexosum,N/A,"Carpophyllum flexuosum, a brown seaweed, covering the rocks."
140,13/11/2018,,GOPR0680.JPG,Still,-41.12218738,174.339427,Urchin barren,N/A,Sea urchins (echinoderms) stand out on the bare rocks in this urchin barren.
141,13/11/2018,,GOPR0777.JPG,Still,-41.11575133,174.3490684,Ecklonia forest,N/A,"Within an Ecklonia radiata, kelp, forest, a starfish is visible. "
142,13/11/2018,,GOPR0810.JPG,Still,-41.11626197,174.3497016,Ecklonia and Carpophyllum flexosum,N/A,The brown seaweed Carpophyllum flexuosum covers the rocks (left). Ecklonia radiata grows next to it (right and top left).
143,13/11/2018,,GOPR0838.JPG,Still,-41.10610012,174.3662952,Ecklonia and Carpophyllum flexosum,N/A,Lush clumps of the brown seaweeds Carpophyllum flexuosum and Ecklonia radiata sway with the tide. Seaweeds contribute to marine primary production as they photosynthesise.
144,13/11/2018,,GOPR0915.JPG,Still,-41.09014035,174.3768332,Ecklonia forest,N/A,An Ecklonia radiata forest provides a safe hiding place for marine life.
145,13/11/2018,,GOPR0998.JPG,Still,-41.08881073,174.3763501,Urchin barren and seasonal algae,N/A,An urchin barren reveals bare rocks and members of echinodermata (starfishs and sea urchins).
146,13/11/2018,,GOPR1046.JPG,Still,-41.08876555,174.3793022,Carpophyllum mashlocarpum and Lessonia variegata,N/A,"The blades of the brown seaweeds, Carpophyllum maschalocarpum and Lessonia variegata (fettuccine-like), lushly cover rocks. They are an important part of the biodiversity found in rocky reef habitats."
147,13/11/2018,,GOPR1081.JPG,Still,-41.0880789,174.3821429,Ecklonia and Lessonia variegata,N/A,Ecklonia radiata and Lessonia variegata algae blades.
148,13/11/2018,,GOPR1173.JPG,Still,-41.07720183,174.3608587,Eklonia and Carpophyllum flexosum,N/A,Carpophyllum flexuosum (centre and bush-like) and Ecklonia radiata sway with the tide. Macroalgae such as these support fish populations.
149,13/11/2018,,GOPR1224.JPG,Still,-41.07727693,174.3617285,Caulerpa brownii,N/A,"The snake-like arms of a brittle star stand out amongst the blades of the native green algae, Caulerpa brownii."
150,13/11/2018,,GOPR1248.JPG,Still,-41.07552093,174.3594812,Eckonia forest,N/A,"An Ecklonia radiata forest. Many stressors threaten forests such as these, including threats from land-based activities. "
151,13/11/2018,,GOPR1270.JPG,Still,-41.07591782,174.3590601,Ecklonia and Lessonia variegata forest,N/A,An Ecklonia radiata and Lessonia variegata forest. These brown macroalgae are a considerable source of organic matter that fuels coastal marine foodwebs. 
152,13/11/2018,,GOPR1314.JPG,Still,-41.0835074,174.2807182,Ecklonia and Carpophyllum flexosum forest,N/A,A Carpophyllum flexuosum (left) and Ecklonia radiata (right) forest cover rocks and provide shelter for marine creatures. 
153,13/11/2018,,GOPR1358.JPG,Still,-41.10076625,174.2760575,Urchin barren,N/A,Urchin barrens dotted with many sea urchins and sea cucumbers. 
154,14/11/2018,,GOPR1396.JPG,Still,-41.15726192,174.2363605,Urchin barren,N/A,An urchin barren.
155,14/11/2018,,GOPR1436.JPG,Still,-41.15739368,174.2451408,Urchin barren,N/A,An urchin barren may be caused by factors such as land-based activities and targeted fishing of predators that eat and control urchin populations.
156,14/11/2018,,GOPR1462.JPG,Still,-41.2088076,174.1950008,Urchin barren,N/A,An urchin barren dotted with many sea urchins. 
157,14/11/2018,,GOPR1502.JPG,Still,-41.20910445,174.1943566,Undaria forest,N/A,A patchy forest of the seaweed Undaria.
158,14/11/2018,,GOPR1533.JPG,Still,-41.22091868,174.1760385,Carpophyllum flexosum forest with Undaria,N/A,A rocky reef with Undaria and Carpophyllum flexuosum seaweed.
159,14/11/2018,,GOPR1573.JPG,Still,-41.22289653,174.1747752,Forest,N/A,An underwater forest.  These are important to protect and connect to other forests for ecological function now and in the future. 
160,14/11/2018,,GOPR1636.JPG,Still,-41.23586305,174.1618122,Carpophyllum flexosum forest on cobbles,N/A,A Carpophyllum flexuosum forest on cobble stones. 
161,14/11/2018,,GOPR1664.JPG,Still,-41.2389447,174.1605832,Urchin barren,N/A,"An urchin barren. This barren is bare of habitat structuring macroalgae, whose functions contribute to several ecosystem services, including food production."
162,14/11/2018,,GOPR1683.JPG,Still,-41.24234562,174.1722175,Carpophyllum flexosum forest on cobbles,N/A,A patch of Carpophyllum flexuosum seaweed cover some cobbles. 
163,14/11/2018,,GOPR1712.JPG,Still,-41.24251308,174.1723849,Sand and gravel wiht urchins and drift algae,N/A,A seafloor composed of sand and gravel. Urchins and drifting algae are visible. 
164,14/11/2018,,GOPR1726.JPG,Still,-41.25087457,174.158746,Urchin barren,N/A,An urchin barren. Predators of sea urchins include the heavily fished species blue cod and rock lobsters.
165,14/11/2018,,GOPR1776.JPG,Still,-41.24776807,174.1505438,Undaria forest with high sediment cover,N/A,"An Undaria seaweed forest powdered with a high sediment load, an ecological stressor. A high sedimentation load can be the result of landbased activities. "
166,14/11/2018,,GOPR1798.JPG,Still,-41.2325597,174.1464303,Urchin barren,N/A,A rocky bottom is bare of seaweeds and barren from the activity of sea urchins.
167,14/11/2018,,GOPR1817.JPG,Still,-41.23141902,174.1466123,Undaria forest,N/A,An underwater forest composed of the brown seaweed Undaria. 
168,14/11/2018,,GOPR1851.JPG,Still,-41.2199231,174.1386331,Urchin barren with Galeothrix,N/A,"A rocky reef in an urchin barren state. The tubes of tube worms are visible on the right, creating biogenic structure on the reef. "
169,14/11/2018,,GOPR1868.JPG,Still,-41.21575462,174.1442621,Mixed algae on cobbles and gravel,N/A,A rocky seafloor bottom composed of cobble and gravel partly covered by a mixed algae community. The biodiversity that underpins ecosystem function is not only composed of animals but importantly also photosynthesising organisms like algae. 
170,14/11/2018,,GOPR1881.JPG,Still,-41.21575905,174.1451843,Seasonal algae,N/A,Urchins dot a seafloor clothed in seasonal algae. 
171,14/11/2018,,GOPR1919.JPG,Still,-41.21487372,174.153713,"Undaria, seasonal algae and urchin barren",N/A,A patch of seasonal algae and Undaria kelp stand out amongst the bare rocks of an urchin barren. 
172,14/11/2018,,GOPR1947.JPG,Still,-41.08939333,174.2468933,Mixed substrate barren with high sediment cover,N/A,"A rocky barren with high sediment cover. Barren habitats lack the cover of ecologically significant algae, like brown seaweeds, that play an important role in marine productivity. "
173,14/11/2018,,GOPR1972.JPG,Still,-41.08910652,174.2492782,Urchin barren,N/A,"In this urchin barren, sea cucumbers and sea urchins clearly stand out against the rocks. "
174,15/11/2018,,GOPR2079.JPG,Still,-41.25516895,173.9685834,Carpophyllum flexosum fringe reef,N/A,This fringe reef is clothed in the brown seaweed Carpophyllum flexuosum. 
175,15/11/2018,,GOPR2106.JPG,Still,-41.25520932,173.9682949,Cobbles and gravel with high sediment cover,N/A,Gravel and cobbles are covered with sediment. 
176,15/11/2018,,GOPR2118.JPG,Still,-41.25603853,173.9588469,Carpophyllum flexosum forest,N/A,A Carpophyllum flexuosum forest covers this rocky seafloor. 
177,15/11/2018,,GOPR2143.JPG,Still,-41.26500777,173.9656301,Carpophyllum flexosum forest,N/A,Urchins creep amongst a Carpophyllum flexuosum forest. 
178,15/11/2018,,GOPR2161.JPG,Still,-41.26482895,173.9655255,Urchin barren with Undaria patches,N/A,A few patches of Undaria seaweed stick out in this urchin barren. Urchins graze on algae like brown seaweeds. 
179,15/11/2018,,GOPR2202.JPG,Still,-41.2593433,173.9998272,Urchin barren with Undaria patches,N/A,An urchin barren with patches of the seaweed Undaria provides little seafloor cover. 
180,15/11/2018,,GOPR2251.JPG,Still,-41.25813642,174.0088846,Barren reef with high sand cover,N/A,"This  reef has a high sand cover and is in a barren state, with no marcoalgae (large seaweed) cover."
181,15/11/2018,,GOPR2283.JPG,Still,-41.25835345,174.009746,Undaria forest,N/A,"A close up of an Undaria forest. Thick patches of brown seaweeds such as this one is a source of organic matter that can entre the foodweb of the Sounds, traveling through the food chain."
182,15/11/2018,,GOPR2315.JPG,Still,-41.23984012,174.0267278,Urchin barren,N/A,This rocky bottom is in a barren state. Spiky sea urchins dot the seafloor. 
183,15/11/2018,,GOPR2359.JPG,Still,-41.23947248,174.0312704,Mixed weed fringe reef with Undaria,N/A,A fringe reef is covered with Undaria and other seaweeds.
184,15/11/2018,,GOPR2404.JPG,Still,-41.22730002,174.0831686,Galeothrix and urchin barren,N/A,"The tube worms, Galeolaria hystrix, secrete tubes as homes and capture food particles in the water. They stand out in this urchin barren, providing habitat for other species in the reef."
185,15/11/2018,,GOPR2421.JPG,Still,-41.22599578,174.0871703,Urchin barren with patches of Undaria,N/A,Patches of the seaweed Undaria contrast against the surrounding bare rock in this urchin barren. 
186,15/11/2018,,GOPR2471.JPG,Still,-41.22178143,174.1166335,Urchin barren,N/A,An urchin barren lacking the cover of brown macroalgae (large seaweeds).
187,15/11/2018,,GOPR2495.JPG,Still,-41.22032528,174.1196443,Urchin barren with Galeothrix,N/A,Tube worms Galeolaria hystrix are habitat structuring animals. Their growth can influence the flow of water over the seabed and provide habitat for other animals. Patches of Galeolaria stand out in this urchin barren. 
188,15/11/2018,,GOPR2526.JPG,Still,-41.25523978,174.1794203,Sand and gravel,N/A,This seafloor is composed of sand and gravel. 
189,15/11/2018,,GOPR2540.JPG,Still,-41.25247528,174.17862,Urchin barren with Undaria,N/A,A patch of Undaria seaweed stands among dozens of grazing sea urchins. 
190,15/11/2018,,GOPR2613.JPG,Still,-41.25031152,174.1781734,Unconsolidated substrate and seasonal drift algae,N/A,Seasonal drift algae covers the seafloor composed of unconsolidated substrate (small loose particles) 
191,10/11/2018,,GOPR8711.JPG,Still,-41.07770745,174.2621699,Urchin barren,N/A,"Echinodermata (starfish, sea urchins and sea cucumbers) stand out clearly on the boulders of this urchin barren. "
192,10/11/2018,,GOPR8741.JPG,Still,-41.07704215,174.2623604,Urchin barren,N/A,Dozens of sea urchins sit on the bare rocks of this urchin barren. Predators of sea urchins here include blue cod and rock lobsters. Fishing activity can have a profound effect on marine population dynamics.
193,10/11/2018,,GOPR8780.JPG,Still,-41.03944853,174.286353,Macrycystis,N/A,"A close up of a native Macrocystis pyrifera kelp blade. Kelps like Macrocystis in rocky marine seafloors are important habitat forming species, forming underwater forests."
194,10/11/2018,,GOPR8829.JPG,Still,-41.03929073,174.2868589,Carpophyllum flexosum and Ecklonia,N/A,The brown seaweed Carpophyllum flexuosum and the kelp Ecklonia radiata are an important part of the biodiversity in rocky bottom marine habitats.
195,10/11/2018,,GOPR8850.JPG,Still,-41.0393225,174.2898301,Sediment dominated barren,N/A,An urchin barren with a lot of sediment.
196,10/11/2018,,GOPR8884.JPG,Still,-41.03886213,174.2907189,Ecklonia forest,N/A,Native Ecklonia radiata kelp covers the rocks. Photosynthesis under the water produces organic matter that can enter the coastal marine food web.
197,10/11/2018,,GOPR8951.JPG,Still,-41.06013385,174.2761329,Macrycystis and Undaria,N/A,The native kelp Macrocystis pyrifera and the invasive kelp Undaria pinnatifida are visible here. 
198,10/11/2018,,GOPR8998.JPG,Still,-41.06906618,174.2719424,Carpophyllum flexosum forest,N/A,The camera blurs past a Carpophyllum flexuosum seaweed forest. 
199,10/11/2018,,GOPR9035.JPG,Still,-41.08929262,174.272063,Urchin barren with high sediment cover,N/A,Echinodermata (sea urchins and sea cucumbers) are clearly visible in this urchin barren with a high sediment cover. 
200,10/11/2018,,GOPR9052.JPG,Still,-41.08771367,174.2734873,Bare cobbles and boulders,N/A,This seafloor is composed of bare boulders and cobbles. 
201,10/11/2018,,GOPR9063.JPG,Still,-41.08672102,174.2742402,Caulerpa brownii,N/A,Light hits the bottom of this seafloor carpeted with the native green seaweed Caulerpa brownii.
202,10/11/2018,,GOPR9102.JPG,Still,-41.0861776,174.2743862,Barren with drift algae,N/A,"A barren seafloor with some drift algae. Blue cod, starfish and a sea cucumber are visible. "
203,10/11/2018,,GOPR9130.JPG,Still,-41.08440113,174.2772525,Urchin barren,N/A,An urchin barren such as the one pictured here may be caused by the decline in urchin predators due to fishing.
204,10/11/2018,,GOPR9140.JPG,Still,-41.08343388,174.2803213,Ecklonia forest with Marginariella,N/A,An Ecklonia radiata kelp forest with some Marginariella brown seaweed provides a hiding place for fish and invertebrates. 
205,11/11/2018,,GOPR9240.JPG,Still,-41.06919388,174.2717389,Carpophyllum flexosum and Ecklonia,N/A,Carpophyllum flexuosum and Ecklonia radiata cover the rocks with their blades (the equivalent to leaves on a plant).
206,11/11/2018,,GOPR9286.JPG,Still,-41.10591367,174.3267314,Urchin barren with Galeothrix,N/A,"An urchin barren reveals the presense of the ecosystem engineer Galeolaria hystrix, a tube-building polychaete worm."
207,11/11/2018,,GOPR9312.JPG,Still,-41.10655652,174.326696,Urchin barren,N/A,An urchin barren with no large brown seaweeds to provide cover. 
208,11/11/2018,,GOPR9351.JPG,Still,-41.10685785,174.3272605,Deep reef dominated by invertebrates,N/A,"A reef deep in the water is dominated by the presence of invertebrates, including starfish and sea cucumbers. "
209,11/11/2018,,GOPR9380.JPG,Still,-41.10754297,174.326817,Carpophyllum mashlocarpum fringe,N/A,Fringe habitat composed of the brown seaweed Carpophyllum maschalocarpum. 
210,11/11/2018,,GOPR9411.JPG,Still,-41.10678735,174.3262748,Shallow mash fringe descending to urchin barren and deeper unconsolidated seafloor.,N/A,"On the left in shallow waters, Carpophyllum maschalocarpum makes food for itself using the energy of the sun. Descending, signs of urchin barren are apparent. The seafloor at the bottom is composed of loose, small substrate."
211,11/11/2018,,GOPR9426.JPG,Still,-41.10700057,174.3261392,Urchin barren,N/A,Sea cucumbers and urchins stand out starkly in this barren. Overgrazing by urchins may be one cause of the disapearance of large brown seaweeds.
212,11/11/2018,,GOPR9448.JPG,Still,-41.10663045,174.3257901,Urchin barren with seasonal algae,N/A,An urchin barren lacking the forest-like cover of large attached macroalgae (seaweed). Seasonal algae is visible.
213,11/11/2018,,GOPR9701.JPG,Still,-41.11365942,174.3254593,Urchin barrens,N/A,"Urchin barrens such as this one pictured may be termed alternative states, compared to large brown seaweed forests that contain more biodiversity. "
214,11/11/2018,,GOPR9799.JPG,Still,-41.10079613,174.3078881,Carpophyllum mash fringe and Ecklonia below,N/A,Beautiful Carpophyllum maschalocarpum fringe habitat (at the forefront in this image) with Ecklonia radiata further back. 
